Headline,Category,Name,Country,Region,Continent,Site,Collected
Daesh attack kills 15 Assad regime soldiers in Syria,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220314
Karachi police fear resurgence of sectarian terrorism,terrorism,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220314
Turkish Cypriot airspace? What airspace?,social_unrest,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220314
"March 15 – Budapest Mayor: Hungarian Uprisings ‘Always for Peace, Freedom’",regime_instability,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220314
United Nations and International Criminal Court warn Russia that attacks that target civilians could amount to war crimes.,military_conflict,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220314
Egypt strongly condemns latest Houthi terrorist attack on Saudi Arabia,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220314
Judgement Day For Coup Monger Barker-Vormawor,regime_instability,Daily Guide,Ghana,West Africa,Africa,https://dailyguidenetwork.com/,20220314
Understanding the war in Ukraine,military_conflict,Mail & Guardian,South Africa,South Africa,Africa,https://mg.co.za/,20220314
Africans and the Russia-Ukraine war,military_conflict,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220314
Watch: Taiwan trains military reservists to fight possible Chinese invasion,military_conflict,Hindustan Times,India,South Asia,Asia,https://www.hindustantimes.com/,20220314
Chavismo’s Messages Supporting Putin’s War,military_conflict,Caracas Chronicles,Venezuela,South America,Latin America,https://www.caracaschronicles.com/,20220314
"War, inflation threaten world economy",military_conflict,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220314
Why did India fail to immediately inform about accidental missile launch? asks Pakistan,military_conflict,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220314
Protest against MCC continues (With Photos),social_unrest,My Republica,Nepal,South Asia,Asia,https://myrepublica.nagariknetwork.com/,20220314
Riots in Corsica over jailed nationalist,social_unrest,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
Riots in Corsica leave dozens injured,social_unrest,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220314
Covert Drone War Between Israel and Iran Goes Public With Missile Launch on Iraq,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220314
"Effects of Ukraine-Russia war, Indonesian ...",military_conflict,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220314
NEW: War veterans to be vetted,military_conflict,The Chronicle,Zimbabwe,East Africa,Africa,https://www.chronicle.co.zw/,20220314
Will Putin’s war slow China’s growth?,military_conflict,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220314
Museum seeks war shelter for artifacts,military_conflict,Taipei Times,Taiwan,East Asia,Asia,https://www.taipeitimes.com/News/taiwan,20220314
Lessons from the war in Ukraine,military_conflict,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220314
"Russian airstrike hits base in western Ukraine, kills 35",military_conflict,Gazeta Tema,Albania,Southern Europe,Europe,https://www.gazetatema.net/eng/,20220314
A new round of war negotiations,military_conflict,b92,Serbia,Southern Europe,Europe,https://www.b92.net/eng/,20220314
Russia-Ukraine Cyberwar: Five Things We Learned,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220314
"Day Six, Hundreds Protest over Price Hikes",social_unrest,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220314
Protest against Covid measures in Nicosia (video),social_unrest,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220314
Ministry of Health: Russian terrorists have already damaged 104 hospitals,terrorism,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220314
‘Gambia perceived as a transit point for human trafficking’,organized_crime,The Point,Gambia,West Africa,Africa,https://thepoint.gm/,20220314
Japan’s favorite anti-piracy mascots become fashion models,terrorism,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220314
"Cambodia’s Government Faces Mounting Pressure to End Kidnappings, Torture",organized_crime,Cambodia Daily,Cambodia,Southeast Asia,Asia,https://english.cambodiadaily.com/,20220314
Four terror arrests in Bari and Cuneo,terrorism,ANSA English,Italy,Southern Europe,Europe,https://www.ansa.it/english/news/general_news/general_news.shtml,20220314
Gabriel Boric wants to lead a green revolution,regime_instability,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220314
Foreign students in Israel recognized as human trafficking victims,organized_crime,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220314
Russian airstrike escalates offensive in western Ukraine near Poland border,military_conflict,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220314
‘Teacher’s flu’ march slated to protest PAD implementation,social_unrest,The San Juan Star,Puerto Rico,Caribbean,Latin America,https://www.sanjuandailystar.com/all-news/categories/local,20220314
Tunisia opposition holds protest against Saied power grab,social_unrest,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220314
News: German section of Amnesty International awar...,military_conflict,Addis Standard,Ethiopia,East Africa,Africa,https://addisstandard.com/,20220314
Inside Germany's secret Cold War cash bunker,military_conflict,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220314
"4K

Pakistan demands joint probe into missile incident",military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
Putin’s War Is Damaging the Developing World,military_conflict,The Bhutanese,Bhutan,South Asia,Asia,https://thebhutanese.bt/,20220314
War censorship exposes Putin's leaky internet controls,military_conflict,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220314
Ukraine war dominates top level US-Colombia meeting,military_conflict,Colombia Reports,Colombia,South America,Latin America,https://colombiareports.com/colombia-news/,20220314
Israeli center hit with Iranian ballistic missiles,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220314
Russia-Ukraine war: Chernobyl high-voltage power line damaged,military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220314
War censorship exposes Putin’s leaky Internet controls,military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220314
Kuwait tersely denounces missile attack on Irbil,military_conflict,Arab Times,Kuwait,Middle East,MENA,http://www.arabtimesonline.com/news/#,20220314
Inside Germany’s secret Cold War cash bunker,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
UAE strongly condemns missile attack on Erbil,military_conflict,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220314
The oil factor in the Ukraine war,military_conflict,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220314
UAE strongly condemns missile attack on Erbil,military_conflict,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220314
Unwelcome ‘investors’: Rise in crimes by Chinese gangs threaten safety of all nationalities,organized_crime,Khmer Times,Cambodia,Southeast Asia,Asia,https://www.khmertimeskh.com/,20220314
Two Men Get 13 Year in Jail for Kidnapping Teachers,organized_crime,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220314
Court To Hear Coup Monger Barker-Vormawor Bail Application Today,regime_instability,Daily Guide,Ghana,West Africa,Africa,https://dailyguidenetwork.com/,20220314
"PML-N, Tareen group join hands to oust CM Buzdar",regime_instability,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220314
Ukraine’s Cities Destroyed by Russian Airstrikes With No End in Site,military_conflict,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220314
Turkey urged to pay compensation for missing Greek Cypriots,social_unrest,Keep Talking Greece,Greece,Southern Europe,Europe,https://www.keeptalkinggreece.com/,20220314
Riots in Corsica over jailed nationalist leave dozens injured,social_unrest,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220314
Why Kenya is not safe from Russia-Ukraine cyberwar,military_conflict,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220314
More than 2.6 million flee Ukraine war: UN,military_conflict,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220314
"3K

PM briefed on missile issue, reviews defence situation",military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
India fires missile into Pakistan after 'technical malfunction',military_conflict,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220314
Chiu warns China of heavy cost of war,military_conflict,Taipei Times,Taiwan,East Asia,Asia,https://www.taipeitimes.com/News/taiwan,20220314
UK-based Ukrainians Focused on Big War Relief Effort,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
"UK-based Ukrainians, Friends Hold Rallies Against Russia’s War",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
Ukraine’s Paralympians Soar Amid Grim Reminders of War,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
Education Minister: 211 schools destroyed since Russia invaded,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
Press Roundup: Weeklies on the War in Ukraine,military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220314
Ukraine Charges Russia Targeting Civilians in Air Strikes,military_conflict,Greek News,Greece,Southern Europe,Europe,https://greekreporter.com/greek-news/,20220314
First Ukrainian family fleeing war arrives in Argentina,military_conflict,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220314
"Turkey, Germany urge for ceasefire in Russia-Ukraine war",military_conflict,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220314
"An investment in terrorism, the American occupationtransfers terrorists in  prisons in Hasakeh",terrorism,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220314
Ukraine war is the ‘post-post-Cold War’ world: professor,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220314
Iran defends right to self-defense in face of Israeli terrorism: Tehran’s UN envoy,terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220314
IRGC missiles hit Israeli 'strategic center' in Iraq,military_conflict,Iran Daily,Iran,Middle East,MENA,https://irandaily.ir/Service/3.html,20220314
"Greece, Ukraine discuss plight of war-hit ethnic Greeks",military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220314
"Bangkok, Pattaya elections set for May 22, on coup anniversary",regime_instability,Nation Thailand,Thailand,Southeast Asia,Asia,https://www.nationthailand.com/,20220314
Police seek to oust squatters from Russian oligarch’s London mansion,regime_instability,in-cyprus,Cyprus,Southern Europe,Europe,https://in-cyprus.philenews.com/,20220314
Police seek to oust squatters from Russian oligarch’s London mansion,regime_instability,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220314
Turkey needs contribution to raise awareness on anti-terror fight,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220314
Locals protest demanding relocation and scientific waste management in Sisadol,social_unrest,The Himalayan Times,Nepal,South Asia,Asia,https://thehimalayantimes.com/,20220314
UAE authorities order arrests over rare riot at soccer match,social_unrest,The Bangladesh Today,Bangladesh,South Asia,Asia,https://thebangladeshtoday.com/,20220314
Pussy Riot Helps Raise $6.7 Mln for Ukraine with NFT,social_unrest,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220314
"Definitely not ‘staged’ False allegations about the maternity hospital airstrike in Mariupol, debunked",military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220314
"Tirana Man Arrested, Assets Seized for ‘Drugs Trafficking’",organized_crime,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220314
Tirana’s 5th Day of Protest against High Fuel Prices Ends,social_unrest,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220314
Mini bus operators in Buff Bay protest over road licence,social_unrest,Jamaica Gleaner,Jamaica,Caribbean,Latin America,https://jamaica-gleaner.com/,20220314
Rising food prices trigger protest in Trinidad 1 d ago,social_unrest,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220314
"Ukraine economy could collapse if war drags, IMF warns",military_conflict,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220314
War in Ukraine is wrong so is sanctioning Russia,military_conflict,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220314
"One killed, others injured as gunmen invade Delta community",military_conflict,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220314
Indian defence ministry says accidentally fired missile into Pakistan,military_conflict,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220314
India ‘deeply regrets accidental’ firing of missile inside Pakistan,military_conflict,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220314
Unguided missile: On a malfunction and Pakistan’s probe demand,military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
"4K

Unguided missile: On a malfunction and Pakistan’s probe demand",military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
Between fiction and testimony: Revisiting the inheritances Liberation War,military_conflict,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220314
Taiwan Mirage 2000 fighter jet crashes off east coast,military_conflict,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220314
Taiwan must be ready for war: US political scientist,military_conflict,Taipei Times,Taiwan,East Asia,Asia,https://www.taipeitimes.com/News/taiwan,20220314
Deadly air strike hits Kyiv and other latest developments,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
"Russia’s War on Ukraine – Latest, March 14 am",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
"Russia’s war in Ukraine: Update, March 14, No. 1",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
Poles open hearts to Ukrainian war refugees: audio report,military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220314
Polish programmers help break Putin’s censorship over Ukraine war,military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220314
Greeks Revolted 123 Times Before the War of Independence,military_conflict,Greek News,Greece,Southern Europe,Europe,https://greekreporter.com/greek-news/,20220314
Kosovo War Veterans’ Leaders ‘Tried to Derail Hague Court’,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220314
"Montenegro Banked on Tourism Rebound, Until Russia Invaded Ukraine",military_conflict,Balkan Insight (North Macedonia),North Macedonia,Southern Europe,Europe,https://balkaninsight.com/all-the-news-from-north-macedonia/,20220314
"United States, Russia and Ukraine. War and sanctions. (I)",military_conflict,�ltimas Noticias,Venezuela,South America,Latin America,https://en.ultimasnoticias.com.ve/,20220314
'Sanctions to 2014 events could have prevented Ukraine-Russia war',military_conflict,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220314
Syrian doctor fleeing one war is caught by another,military_conflict,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220314
FM calls Iraqi counterpart after missile attack on Erbil,military_conflict,Jordan News,Jordan,Middle East,MENA,https://www.jordannews.jo/Category/1/National,20220314
Could the Ukraine War End Turkey's Dependence on Russia?,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220314
'Sky turned red' as missiles hit Lviv military base,military_conflict,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220314
Ukraine economy could collapse if war drags on: IMF,military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220314
Chinese media  echoes Russia  on Ukraine war,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
"Iran claims responsibility for missile attack on Erbil, Iraq",military_conflict,Qatar Tribune,Qatar,Middle East,MENA,https://www.qatar-tribune.com/,20220314
"Two dead as Kyiv comes under shelling, missile attacks",military_conflict,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220314
Protest in Guatemala against anti-abortion law and law banning LGBTI education,social_unrest,The Tico Times,Costa Rica,Central America,Latin America,https://ticotimes.net/,20220314
Abu Dhabi Police return Dh21 million to scam victims,organized_crime,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220314
Iran says missile attack on Iraq's Abil targeted Israeli site,military_conflict,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220314
Ghosts Invade Parliament  41 MPs Present But 100 Captured,military_conflict,Daily Guide,Ghana,West Africa,Africa,https://dailyguidenetwork.com/,20220314
US government is prolonging the war in Ukraine says Russia,military_conflict,IOL Daily News,South Africa,South Africa,Africa,https://www.iol.co.za/dailynews,20220314
Iran says missile attack on Iraq's Abil targeted Israeli site,military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220314
Ukraine has started using Clearview AI’s facial recognition during war,military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220314
No ovation for India’s stand on the war on Ukraine,military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
China backs Pakistan’s call for “thorough investigation” into missile incident,military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
"3K

No ovation for India’s stand on the war on Ukraine",military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
No possibility of Chinese missile maintenance facility in Bangladesh: Shahriar,military_conflict,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220314
"US view of Putin: Angry, frustrated, likely to escalate war",military_conflict,The Bangladesh Today,Bangladesh,South Asia,Asia,https://thebangladeshtoday.com/,20220314
Rising food prices shake North Africa as Ukraine war rages,military_conflict,Khmer Times,Cambodia,Southeast Asia,Asia,https://www.khmertimeskh.com/,20220314
Interactive: What weapons are being used in the Russia-Ukraine war?,military_conflict,The Straits Times,Singapore,Southeast Asia,Asia,https://www.straitstimes.com/singapore,20220314
Indonesia's food price inflation at 3.4 percent despite Ukraine war,military_conflict,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220314
"Russia’s war on Ukraine: Update, March 14, No. 2, pm",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220314
"War in Ukraine, day 19: Bombings continue in Kyiv, other…",military_conflict,The Romania Journal,Romania,Eastern Europe,Europe,https://www.romaniajournal.ro/,20220314
Missiles Fired from Iran Hit near US Consulate in Iraq,military_conflict,Novinite.com,Bulgaria,Eastern Europe,Europe,https://www.novinite.com/,20220314
"Polish, Lithuanian, Ukrainian PMs discuss West's response to Putin's war",military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220314
"Ukrainian War: Over 4,000 Refugees Received in Budapest on Sunday",military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220314
"Ukrainian War: Over 3,700 Refugees Arrive in Budapest on Saturday",military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220314
Russia’s propaganda campaign around the war in Ukraine reaches China,military_conflict,EL PA�S,Spain,Southern Europe,Europe,https://english.elpais.com/,20220314
Vladimir Putin gets ready to intensify his war on Ukraine,military_conflict,EL PA�S,Spain,Southern Europe,Europe,https://english.elpais.com/,20220314
Why a trade embargo could stop the war in Ukraine,military_conflict,EL PA�S,Spain,Southern Europe,Europe,https://english.elpais.com/,20220314
Spain to lower taxes for sectors affected by Ukraine war,military_conflict,The Local (Spain),Spain,Southern Europe,Europe,https://www.thelocal.es/category/spain-news/,20220314
War in Ukraine Turns Hungary Election Campaign on Its Head,military_conflict,Balkan Insight (North Macedonia),North Macedonia,Southern Europe,Europe,https://balkaninsight.com/all-the-news-from-north-macedonia/,20220314
"US view of Putin: Angry, frustrated, likely to escalate war",military_conflict,Guardian,Trinidad and Tobago,Caribbean,Latin America,https://guardian.co.tt/news-6.12.0.4f1749cb44,20220314
White supremacy in Colombia | Part 5: the racist war,military_conflict,Colombia Reports,Colombia,South America,Latin America,https://colombiareports.com/colombia-news/,20220314
UN: 2.5 million people have now fled 'senseless' Ukraine war,military_conflict,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220314
Veterans attend services marking 40th anniversary of South Atlantic War,military_conflict,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220314
Egypt condemns ballistic missile attack on Iraqi city of Irbil,military_conflict,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220314
Military chief: Missile attack on terrorists shows accuracy and strategy,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220314
Rising food prices shake North Africa as Ukraine war rages,military_conflict,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220314
IDF: Next Generation Tanks to Be Operational Within a Year,military_conflict,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220314
Is Ukraine war the onset of Gog and Magog? Explainer,military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220314
"As Ukraine war rages, Israel grapples with fate of oligarchs",military_conflict,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220314
Taiwan military  reservists train  under cloud of war,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
Iran fires missile barrage on ‘Zionist sites’ in Iraq’s Arbil,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
Rising food prices shake North Africa as Ukraine war rages,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
Ukrainian models who swapped  Milan catwalks for war aid,military_conflict,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220314
Rising food prices shake North Africa as Ukraine war rages,military_conflict,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220314
'I'm taking you where the police can't find you' ... woman relives kidnapping horror,organized_crime,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220314
OSCE conducts interactive Tabletop Exercise on countering violent extremism in Sarajevo,terrorism,Sarajevo Times,Bosnia and Herzegovina,Southern Europe,Europe,https://sarajevotimes.com/,20220314
Sheikh Mansour chairs high-level meeting on anti-money laundering and anti-terror financing,terrorism,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220314
"Protest held in Kabul demanding access to education, work for Afghan women",social_unrest,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220314
Ukraine-Russia war poses a threat to Malawi – Foreign Affairs Minister,military_conflict,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220314
"Dissatisfied by Indian explanation, Pakistan seeks joint probe into missile fiasco",military_conflict,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220314
Kyiv urges West to back Ukraine to 'avert a larger war',military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220314
"15 mins
China backs Pakistan’s call for “thorough investigation” into missile incident",military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
Translation App installs grow 71% in Ukraine amid the ongoing war,military_conflict,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220314
War in Ukraine and claims of biological weapons programmes - EDITORIAL,military_conflict,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220314
"Over 2,400 civilian deaths in Ukraine's Mariupol since Russia invaded: EU",military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220314
Spa Town Hévíz Loses around Ten Thousand Guests Because of War,military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220314
Video Shows Back-to-Back Arrests of Anti- and Pro-War Activists in Moscow,military_conflict,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220314
Top Putin Ally Says Ukraine War Has Been Slower than Expected,military_conflict,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220314
Al-Azhar Grand Imam calls for unity to ‘extinguish fires of war’,military_conflict,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220314
Iran’s Revolutionary Guards Claim Responsibility for Missile Attack on Iraq’s Erbil,military_conflict,Kataeb.org,Lebanon,Middle East,MENA,https://kataeb.org/en,20220314
Iranian envoy says missile strike not against Iraq but Zionist spies,military_conflict,Iran Front Page,Iran,Middle East,MENA,https://ifpnews.com/,20220314
Russia's War on Truth: Top Wikipedia Editor Arrested Amidst Ukraine Censorship,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220314
"War in Ukraine could make the Covid-19 pandemic worse, WHO says",military_conflict,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220314
"Defence Department wants the US anti-aircraft system, Patriot, to be deployed in Croatia",social_unrest,The Dubrovnik Times,Croatia,Southern Europe,Europe,https://www.thedubrovniktimes.com/news/croatia,20220314
"Drug Trafficking: NDLEA opposes Abba Kyari’s bail request, insists he’ll escape",organized_crime,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220314
Peru expresses interest in agreement with U.S. to fight drug trafficking,organized_crime,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220314
