Headline,Category,Name,Country,Region,Continent,Site,Collected
Cost-of-living crisis forces more Brits to foodbanks,terrorism,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220529
"Lenta.ru briefly filled with anti-war, anti-Putin content Two employees claimed responsibility for the protest",social_unrest,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220529
Meet the self-proclaimed Jihadist leading Croatia's anti-vaxxers,terrorism,Euro News (Croatia),Croatia,Southern Europe,Europe,https://www.euronews.com/tag/croatia,20220529
FARC dissident “Gentil Duarte” killed in Venezuela,terrorism,The City Paper Bogot�,Colombia,South America,Latin America,https://thecitypaperbogota.com/,20220529
Certain countries transfer terrorists to Afghanistan: official,terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220529
Traditional medicine comes to solve population crisis,terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220529
U.S. police under fire over school terror,terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220529
WB praises Jordan on climate crisis response,terrorism,Jordan News,Jordan,Middle East,MENA,https://www.jordannews.jo/Category/1/National,20220529
Erdogan-controlled judiciary releases 29 Turkish Hezbollah terrorists,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220529
"Exclusive photo report on Russian airstrike on Kyiv, April 28",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220529
‘Telephone terrorism' The St. Petersburg authorities' new strategy for preventing protests,terrorism,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220529
The ball is in court of Sweden and Finland on terrorism,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220529
Bennett Vows Iran Will Not Get Away With Terrorism Via Proxies,terrorism,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220529
Enamul Haque was a true patriot: Asaduzzaman Noor,social_unrest,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220529
SJB MP warns of probable fishermen’s protest soon,social_unrest,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220529
Czech Protest Group Fights Dictators with Papier-Mache Monsters,social_unrest,Balkan Insight (North Macedonia),North Macedonia,Southern Europe,Europe,https://balkaninsight.com/all-the-news-from-north-macedonia/,20220529
Hundreds protest against potential lithium mining in Serbia,social_unrest,Euro News (Serbia),Serbia,Southern Europe,Europe,https://www.euronews.com/tag/serbia,20220529
Pussy Riot call for embargo on Russian oil,social_unrest,Slovenia Times,Slovenia,Southern Europe,Europe,https://sloveniatimes.com/,20220529
Turkish Cyprus condemns Greek Cypriot admin's unilateral drilling,social_unrest,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220529
Visit by far-right Israeli lawmaker sparks Jerusalem unrest,social_unrest,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220529
Russia successfully carries out hypersonic missile test,military_conflict,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220529
Govt says ‘TPLF Planning for Another War’,military_conflict,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220529
Europe Is Sleepwalking Into Another World War,military_conflict,Novinite.com,Bulgaria,Eastern Europe,Europe,https://www.novinite.com/,20220529
"Sukhoi fighter aircrafts delivered, tanks on hold",military_conflict,b92,Serbia,Southern Europe,Europe,https://www.b92.net/eng/,20220529
Russia shows off Zircon hypersonic cruise missile...,military_conflict,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220529
"World Condemns War, Bukele Sees Bitcoin Opportunity",military_conflict,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220529
"UAE: Gang jailed for robbing, assaulting Bitcoin expert who gave them investment advice",organized_crime,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220529
Argentina celebrates the 212th Anniversary of the May Revolution,regime_instability,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220529
"Alisha Nurse's Wild Child a story of rebellion, survival",regime_instability,Newsday,Trinidad and Tobago,Caribbean,Latin America,https://newsday.co.tt/,20220529
Grassroots movements and a new Constitution: Chile’s feminist revolution,regime_instability,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220529
Price control chief quits in latest sign of infighting,regime_instability,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220529
There Will Be a Coup. Pass on The Information,regime_instability,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220529
"Netanyahu Ousted, Palestinians Say Israel Remains a Colonial Entity",regime_instability,The Tripoli Post,Libya,North Africa,MENA,https://www.thetripolipost.org/,20220529
MPs pass Budget to avert election funding crisis,terrorism,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220529
Concensus ceases to exist where one disagrees —Fatola,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220529
"Saudi Arabia, UAE strongly condemn ‘terrorist’ attack on…",terrorism,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220529
ISIL claims responsibility for blasts in Afghanistan's Mazar-i-Sharif,terrorism,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220529
"African Union: Terrorism ecosystem evolving towards nexus between terrorism, separatism and crime",terrorism,Daily News Hungary,Hungary,Eastern Europe,Europe,https://dailynewshungary.com/,20220529
Police Commissioner: Everything indicates that this could be an Act of Terrorism,terrorism,Sarajevo Times,Bosnia and Herzegovina,Southern Europe,Europe,https://sarajevotimes.com/,20220529
No New Ideas after El Salvador’s Homicide Crisis,terrorism,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220529
UN warns of crisis in stored wheat reserves,terrorism,�ltimas Noticias,Venezuela,South America,Latin America,https://en.ultimasnoticias.com.ve/,20220529
US ‘troubled’ as UN rights chief urges China to review counter-terrorism policies,terrorism,Egypt Independent,Egypt,North Africa,MENA,https://www.egyptindependent.com/,20220529
Tunisia Fear The Invasion Of Jihadists From Abroad,terrorism,Tunisia Live,Tunisia,North Africa,MENA,https://www.tunisia-live.net/,20220529
US ‘troubled’ as UN rights chief urges China to review counter-terrorism policies,terrorism,Egypt Independent,Egypt,North Africa,MENA,https://egyptindependent.com/,20220529
"Terrorism is a political phenomenon, not a religious one: Al-Azhar grand imam",terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220529
Kuwaiti envoy heads to US to discuss lifting citizens off terrorism list,terrorism,Arab Times,Kuwait,Middle East,MENA,http://www.arabtimesonline.com/news/#,20220529
Cost-of-living crisis forces  more Brits to foodbanks,terrorism,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220529
Gunmen behead Soludo's lawmaker days after kidnap,organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220529
"Croatian real estate prices continue to grow in face of global pandemic, war and economic crisis",terrorism,The Dubrovnik Times,Croatia,Southern Europe,Europe,https://www.thedubrovniktimes.com/news/croatia,20220529
Afghan women demand education and work at Kabul protest,social_unrest,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220529
"Imran Khan, other PTI leaders booked for Islamabad riots",social_unrest,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220529
People protest at Maitighar against rape and sexual violence,social_unrest,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220529
Afghan women continue protest over ban on girls' schools,social_unrest,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220529
Afghan women demand education and work at Kabul protest,social_unrest,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220529
Pussy Riot Activist Maria Alyokhina Leaves Russia – NYT,social_unrest,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220529
Citizens in Aleppo protest against the Turkish occupation attacks,social_unrest,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220529
Yemenis protest Taez blockade as talks get under way,social_unrest,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220529
Unrest erupts at Jerusalem holy site ahead of parade,social_unrest,Daily Tribune,Bahrain,Middle East,MENA,https://www.newsofbahrain.com/,20220529
MUFULIRA (ZAMBIA): 25 YEARS LATER AFTER THE “ABDUCTION” OF AGNES NTAMABYARIRO…,organized_crime,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220529
Synthetics Threaten Diamond Industry Due To Russian War,military_conflict,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220529
“We do not want another war in any...,military_conflict,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220529
Afghanistan’s disinformation war: a war on many fronts,military_conflict,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220529
Government Declares State of Emergency Due to War,military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220529
No to War  An editorial from Meduza,military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220529
Kosovo War Veterans’ Leaders Convicted of Witness Intimidation,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220529
"Zelenskiy: 'Stop playing around with Russia, end war'",military_conflict,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220529
Robbers posing as police invade Hope Creek home,military_conflict,Amandala,Belize,Central America,Latin America,https://amandala.com.bz/news/category/headline/,20220529
‘War’ is coming to parts of the Amazon,military_conflict,The Brazilian Report,Brazil,South America,Latin America,https://brazilian.report/,20220529
Russia launches mass production of autonomous WAR ROBOTS,military_conflict,The Tripoli Post,Libya,North Africa,MENA,https://www.thetripolipost.org/,20220529
War on smoking wins World Health Organisation honour,military_conflict,Gulf Daily News,Bahrain,Middle East,MENA,https://www.gdnonline.com/GroupSection/News,20220529
A quiet LGBTIQ revolution in Bhutan and the international situation,regime_instability,The Bhutanese,Bhutan,South Asia,Asia,https://thebhutanese.bt/,20220529
"Parties See Risk of Bolsonaro Coup, and Authorities Are Silent",regime_instability,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220529
Tory rebellion grows in Britain amid fears of electoral losses,regime_instability,Qatar Tribune,Qatar,Middle East,MENA,https://www.qatar-tribune.com/,20220529
Somali army kills seven al Shabab militants in operation,terrorism,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220529
Looking back on the life of martyr Adolfo Ludigo,terrorism,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220529
Stalin’s reign of terror foreshadows Putin’s hold on Russia,terrorism,Mail & Guardian,South Africa,South Africa,Africa,https://mg.co.za/,20220529
Southern Kaduna under siege by terrorists - Christian leaders,terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220529
"Remembering Ghulam Mohammad Jola, the crusader of farmers’ rights",terrorism,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220529
"Rupee-rouble trade, Lankan crisis lift tea exports from Kerala",terrorism,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220529
"After night of terror, activists accuse government of smokescreening",terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220529
"Poso manhunt continues, two suspected terrorists still at large",terrorism,The Jakarta Post,Indonesia,Southeast Asia,Asia,https://www.thejakartapost.com/indonesia,20220529
Republika Srpska 30th anniversary marked amid serious political crisis,terrorism,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220529
Mexico’s CRE fines Spanish company Iberdrola for US$466 million￼,terrorism,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220529
BRAZILIAN CRISIS MOTIVATE HAITIANS TO MOVE TO THE U.S.,terrorism,Plus55,Brazil,South America,Latin America,https://web.archive.org/web/20160926212107/http://plus55.com/,20220529
Turkish soldier killed by PKK terrorists in northern Iraq,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220529
BREAKING￼ Greece protests “piracy” after tankers seized in Gulf,terrorism,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220529
Food union discusses global food crisis impact on Kuwait,terrorism,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220529
"As energy crisis bites, Europe returns to nuclear power",terrorism,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220529
Nikoloski urges citizens to join 18 June protest for early parliamentary elections and a way out of the crisis,social_unrest,Republika English,North Macedonia,Southern Europe,Europe,https://english.republika.mk/,20220529
"50 mins
Afghan women demand education and work at Kabul protest",social_unrest,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220529
Protest in Baluwatar against incidents of rape and sexual violence,social_unrest,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220529
Three Seafarers Contend with the Trauma of a Five-Year Kidnapping in Somalia,organized_crime,Cambodia Daily,Cambodia,Southeast Asia,Asia,https://english.cambodiadaily.com/,20220529
Scammers acting as Chinese officials feigned kidnapping of 16-year-old student for ransom,organized_crime,Today Online,Singapore,Southeast Asia,Asia,https://www.todayonline.com/singapore,20220529
Kosovo Serb protest calls for voting rights in Serbia’s election,social_unrest,Euro News (Serbia),Serbia,Southern Europe,Europe,https://www.euronews.com/tag/serbia,20220529
Bosnian miners protest again wage and jobs cuts in Sarajevo,social_unrest,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220529
Brazilian Is Convicted of Drug Trafficking in Thailand,organized_crime,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220529
Unrest erupts at occupied Jerusalem site ahead of nationalist march,social_unrest,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220529
How ‘mobilization’ works in Russia Human rights expert Pavel Chikov explains what reservists and draftees can expect if Putin openly declares war,military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220529
"Inside Ruto, Raila campaign war chest like no other",military_conflict,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220529
Sugar cane growers caught in the yearly price war,military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220529
Why North Korea launches long-range missiles on medium-range trajectories,military_conflict,NK News,North Korea,East Asia,Asia,https://www.nknews.org/,20220529
Biden: US Would Intervene Militarily if China Invades Taiwan,military_conflict,Khaosod English,Thailand,Southeast Asia,Asia,https://www.khaosodenglish.com/,20220529
Russian Director Kirill Serebrennikov Condemns War at Cannes Festival,military_conflict,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220529
Kosovo War Widow Wins ‘European of the Year’ Award,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220529
Sargassum ‘invades’ Xcaret and Xel-há parks in Quintana Roo,military_conflict,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220529
Oliver Stone's Problematic Gaze on the Salvadoran Civil War,military_conflict,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220529
Ukrainian War: Talks between Russian and Ukrainian delegations started,military_conflict,MABAPOST,Tunisia,North Africa,MENA,https://www.en.mabapost.tn/,20220529
Security in Libya still threatened by mercenaries: UN report,military_conflict,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220529
Iranian Army capable of producing advanced fighter jets: Commander,military_conflict,Iran Daily,Iran,Middle East,MENA,https://irandaily.ir/Service/3.html,20220529
"Iran shows off underground drone base, unveils new missile",military_conflict,Iran Front Page,Iran,Middle East,MENA,https://ifpnews.com/,20220529
Russian troops depleted 60% of missile stockpiles - GUR,military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220529
"A profile of Yusuf Rugarama, the only martyr from Ankole",terrorism,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220529
"Akintola, Ooni, others for OAU Muslim graduates’ National Reunion in…",terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220529
Taliban Terrorists Show no Goodwill to Negotiations or Peace Agreement,terrorism,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220529
COVID-19 Crisis Emergency Support Loan of Japanese Yen 3.3 billion,terrorism,The Bhutanese,Bhutan,South Asia,Asia,https://thebhutanese.bt/,20220529
"India, Japan to work together to help Lanka during crisis",terrorism,The Island,Sri Lanka,South Asia,Asia,https://island.lk/category/news/,20220529
Sri Lanka PM proposes more Cabinet accountability amid economic crisis,terrorism,INQUIRER.net,Phillipines,Southeast Asia,Asia,https://newsinfo.inquirer.net/,20220529
How Has the Eurozone Debt Crisis Affected the Czech Republic?,terrorism,Prague Post,Czechia,Eastern Europe,Europe,https://www.praguepost.com/,20220529
Bosnia’s biggest crisis for 26 years fuels anguish and discontent,terrorism,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220529
Janša pushes far-right conspiracy theory in Twitter attack on MEP,terrorism,Euro News (Slovenia),Slovenia,Southern Europe,Europe,https://www.euronews.com/tag/slovenia,20220529
Ciudad Juárez faces a new immigration crisis with Title 42,terrorism,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220529
Key medical workers in the coronavirus crisis: The respiratory nurse,terrorism,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220529
Still on the Loose: Libya’s Most Dangerous Jihadists Part II,terrorism,The Libya Times,Libya,North Africa,MENA,https://www.libyatimes.net/,20220529
