Headline,Category,Name,Country,Region,Continent,Site,Collected
Egypt condemns terrorist attack targeted African Union base in Somalia,terrorism,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220405
Russian troops shell two communities in Sumy region,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220405
Message of Historical Revolution,regime_instability,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220405
African Union condemns Al Shabab attack on ATMIS base in Somalia,terrorism,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220405
Burkina Faso Sees More Child Soldiers as  Jihadi Attacks Rise,terrorism,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220405
Russia Won't Declare War on Victory Day; Kremlin says,military_conflict,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220405
Prosecutors Add More War Crime Charges Against Kosovo Ex-President,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220405
Kosovo Criticised for Slow Progress in Prosecuting War Crimes,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220405
Belgrade Slams War Crimes Conviction of Serb in Kosovo,military_conflict,Balkan Insight (Kosovo),Kosovo,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-kosovo-news/,20220405
Belgrade Slams War Crimes Conviction of Serb in Kosovo,military_conflict,Balkan Insight (Serbia),Serbia,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-serbia-news/,20220405
"How to prove genocide, the gravest of war crimes",military_conflict,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
BREAKING: 59 dead as Al Shabab attacks AU military base in Somalia,terrorism,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220405
The Social Media Crisis,terrorism,The Bhutanese,Bhutan,South Asia,Asia,https://thebhutanese.bt/,20220405
Khandu Wangmo to serve 30 years for criminal conspiracy and sedition,regime_instability,The Bhutanese,Bhutan,South Asia,Asia,https://thebhutanese.bt/,20220405
Colombia claims organized protest equates to organized crime,social_unrest,Colombia Reports,Colombia,South America,Latin America,https://colombiareports.com/colombia-news/,20220405
Russia denies it plans to declare war on May ...,military_conflict,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220405
Are Ethiopians joining Russian army to fight Ukrainians?,military_conflict,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220405
Missile Strike Hits Transcarpathia,military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220405
Former Bosniak officials charged with war crimes over 1992 attack,military_conflict,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220405
Prague Uprising recalled on 77th anniversary at Czech Radio building,regime_instability,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220405
The Priorities of My Compatriots,social_unrest,Awate,Eritrea,East Africa,Africa,http://awate.com/,20220405
"India, Australia discuss ways to combat terrorism",terrorism,Indian Express,India,South Asia,Asia,https://indianexpress.com/section/india/,20220405
IUSF protest near Parliament LIVE,social_unrest,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Update: Protest in New Zealand,social_unrest,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Chinese Gangs Exploiting Vulnerable People Across Southeast Asia,organized_crime,Cambodia Daily,Cambodia,Southeast Asia,Asia,https://english.cambodiadaily.com/,20220405
War crimes: What they are and why they’re worth talking about,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220405
Colombia’s war crimes tribunal orders 63 investigations into alleged paramilitary allies,military_conflict,Colombia Reports,Colombia,South America,Latin America,https://colombiareports.com/colombia-news/,20220405
Football agent Mino Raiola dies,terrorism,UzDaily.com,Uzbekistan,Central Asia,Asia,https://www.uzdaily.uz/en,20220405
Romania will receive the latest version of US “Patriot” Missiles,social_unrest,Novinite.com,Bulgaria,Eastern Europe,Europe,https://www.novinite.com/,20220405
Russian Women Are Leading the Underground Protest Against Putin's War,social_unrest,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
Maneuvering economic recovery amid geopolitical tension,regime_instability,The Jakarta Post,Indonesia,Southeast Asia,Asia,https://www.thejakartapost.com/indonesia,20220405
National Plan against gangs dismantled armed group in Yaracuy,organized_crime,�ltimas Noticias,Venezuela,South America,Latin America,https://en.ultimasnoticias.com.ve/,20220405
"The Venezuela Coup, 20 Years Later",regime_instability,Venezuelanalysis,Venezuela,South America,Latin America,https://venezuelanalysis.com/,20220405
How Being Jewish Changed Proust’s Life,regime_instability,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
"8th Saur, Afghan people’s Jihad Victory Day against…",terrorism,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220405
ASUU strike: Students protest in Benin,social_unrest,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220405
Students protest continued closure of universities,social_unrest,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220405
Imran Khan accuses Biden administration for being involved in 'regime change conspiracy',regime_instability,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220405
"U.S. condemns N. Korea's missile launch, urges Pyongyang to engage in dialogue
related article",military_conflict,Yonhap News Agency,North Korea,East Asia,Asia,https://en.yna.co.kr/nk/index,20220405
SC to examine whether Constitution Bench should hear sedition challenge,regime_instability,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220405
"Dubai: Gang jailed for robbing Dh365,000, assaulting money exchange owner",organized_crime,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220405
News: Oromo Liberation Front condemns intensified...,terrorism,Addis Standard,Ethiopia,East Africa,Africa,https://addisstandard.com/,20220405
Economic crisis benefits Zanu PF chefs,terrorism,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220405
Russian-linked hackers say they’ve hacked Coca-Cola,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220405
Man inspired by IS terror group found guilty of UK lawmaker's murder,terrorism,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220405
On Afe Babalola’s interim government call,terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220405
Three Paths for Counterterrorism after  the Afghanistan Withdrawal,terrorism,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220405
Bhutan amidst the global water crisis,terrorism,Bhutan Times,Bhutan,South Asia,Asia,https://bhutantimes.bt/,20220405
Premier Rama’s Message on Martyrs’ Day,terrorism,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220405
"DESPITE CRISIS, BRAZIL EXPERIENCES STARTUP BOOM",terrorism,Plus55,Brazil,South America,Latin America,https://web.archive.org/web/20160926212107/http://plus55.com/,20220405
Nigerian refugees return to Daesh stronghold,terrorism,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220405
Israel remembers its fallen soldiers and victims of terrorism,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220405
Controversy in Canada over resident's alleged Palestinian terrorism ties,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220405
"A Revolution for youth, and with them",regime_instability,Granma,Cuba,Caribbean,Latin America,https://en.granma.cu/,20220405
"1 hr
SC to examine whether Constitution Bench should hear sedition challenge",regime_instability,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220405
EDITORIAL: Liberia’s losing War on Rape,military_conflict,The Analyst,Liberia,West Africa,Africa,https://analystliberiaonline.com/,20220405
Sayyed Nasrallah on Israeli war games,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220405
Students protest in Benin over ASUU strike,social_unrest,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220405
Protest in Battaramulla over suspending issuing passport,social_unrest,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Female workers protest on International Women's Day,social_unrest,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220405
Western embassies reject Serbian PM’s protest allegations,social_unrest,Euro News (Serbia),Serbia,Southern Europe,Europe,https://www.euronews.com/tag/serbia,20220405
"Former PNP senator, Paul Miller, remembered a devoted patriot",social_unrest,Jamaica Gleaner,Jamaica,Caribbean,Latin America,https://jamaica-gleaner.com/,20220405
State to compensate man arrested during protest,social_unrest,Newsday,Trinidad and Tobago,Caribbean,Latin America,https://newsday.co.tt/,20220405
Bogotá motorcyclists protest district’s new security measures,social_unrest,The City Paper Bogot�,Colombia,South America,Latin America,https://thecitypaperbogota.com/,20220405
Truck drivers protest lack of safety by…,social_unrest,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220405
US condemns suicide attack on Chinese nationals at Karachi University,terrorism,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220405
Somalia receives weapons seized from Al Shabab,terrorism,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220405
Guinea says will prosecute ousted president for murder,regime_instability,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220405
Guinea says will prosecute ousted president for murder,regime_instability,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220405
Mino Raiola: Football agent dies aged 54,terrorism,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220405
SP Parliamentary Group’s Head Commemorates Martyrs’ Day,terrorism,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220405
Meet the self-proclaimed Jihadist leading Croatia's anti-vaxxers,terrorism,Euro News (Croatia),Croatia,Southern Europe,Europe,https://www.euronews.com/tag/croatia,20220405
2002 Coup: The Revolution Is Here to Stay,regime_instability,Venezuelanalysis,Venezuela,South America,Latin America,https://venezuelanalysis.com/,20220405
Venezuela: Thousands March to Commemorate Coup Defeat Anniversary,regime_instability,Venezuelanalysis,Venezuela,South America,Latin America,https://venezuelanalysis.com/,20220405
'Civilization' dying in face of migrant crisis,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220405
IRGC disbands terror outfit in western Iran,terrorism,Iran Daily,Iran,Middle East,MENA,https://irandaily.ir/Service/3.html,20220405
U.S. Senate passes non-binding motion barring Biden from removing IRGC as terror group (Haaretz),terrorism,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
Ambassador Nides Commends Israel’s Handling of Crisis,terrorism,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220405
"Exclusive photo report on Russian airstrike on Kyiv, April 28",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220405
Demolition: Ekiti landlords protest over N82.6m unpaid compensation,social_unrest,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220405
"Turkish philanthropist Kavala jailed for life, activists protest",social_unrest,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220405
Tatar: Greek Cypriots ‘are preparing to shed blood’,social_unrest,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220405
Teachers gather in protest of strike being halted,social_unrest,Republika English,North Macedonia,Southern Europe,Europe,https://english.republika.mk/,20220405
Fashion exhibition inspired by Cypriot culture and heritage,social_unrest,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
1 200 talented athletes invade NSSU Games,military_conflict,Namibian Sun,Namibia,South Africa,Africa,https://www.namibiansun.com/,20220405
Majority would go to war for Taiwan,military_conflict,Taipei Times,Taiwan,East Asia,Asia,https://www.taipeitimes.com/News/taiwan,20220405
Russia “already lost war” - White House,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220405
Europe Is Sleepwalking Into Another World War,military_conflict,Novinite.com,Bulgaria,Eastern Europe,Europe,https://www.novinite.com/,20220405
Transcarpathia missile attack likely targeted railway station,military_conflict,Budapest Times,Hungary,Eastern Europe,Europe,https://www.budapesttimes.hu/,20220405
HALLOUMI PRODUCTION AND DISTRIBUTION UNAFFECTED BY WAR,military_conflict,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220405
Halloumi production and distribution unaffected by war,military_conflict,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220405
"World Condemns War, Bukele Sees Bitcoin Opportunity",military_conflict,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220405
Iran unveils world’s longest-range tactical ballistic missile,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220405
Zelenskyy launches crowdfunding platform to win war,military_conflict,Times of Oman,Oman,Middle East,MENA,https://timesofoman.com/,20220405
Court reopens treason case against Czechoslovakia’s Munich-era prime minister,regime_instability,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220405
The Revolution lives in our work and creativity (+Photos),regime_instability,Granma,Cuba,Caribbean,Latin America,https://en.granma.cu/,20220405
Grassroots movements and a new Constitution: Chile’s feminist revolution,regime_instability,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220405
Auschwitz 2.0: How a Tech Revolution Changes Holocaust Commemoration,regime_instability,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
'Mal governance and whims put economy in crisis',terrorism,The Himalayan Times,Nepal,South Asia,Asia,https://thehimalayantimes.com/,20220405
Can the 20th Amendment create a constitutional crisis?,terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Coronavirus health crisis has worsened another epidemic: Obesity,terrorism,EL PA�S,Spain,Southern Europe,Europe,https://english.elpais.com/,20220405
"New Ebola case confirmed in northwestern Congo, lab…",terrorism,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
No New Ideas after El Salvador’s Homicide Crisis,terrorism,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220405
Paleopiracy revives colonialism spat over Brazil’s fossil protections,terrorism,The Brazilian Report,Brazil,South America,Latin America,https://brazilian.report/,20220405
Still on the Loose: Libya’s Most Dangerous Jihadists,terrorism,The Libya Times,Libya,North Africa,MENA,https://www.libyatimes.net/,20220405
Tunisia Fear The Invasion Of Jihadists From Abroad,terrorism,Tunisia Live,Tunisia,North Africa,MENA,https://www.tunisia-live.net/,20220405
PKK terrorists pose security threat in Iraq's Sinjar,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220405
Hasakah governorate honors police martyrs and wounded policemen,terrorism,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220405
Jordan condemns allowing extremists to storm Al-Aqsa Mosque,terrorism,Jordan News,Jordan,Middle East,MENA,https://www.jordannews.jo/Category/1/National,20220405
"‘In the Conspiracy World, Judaism Is Always Suspect'",terrorism,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
"Years after Daesh defeat, Iraq struggles to rebuild",terrorism,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220405
Police searching for abducted Migori County employee,organized_crime,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220405
"Leader of Cartel Del Noreste Arrested in San Diego, Faces 7 Charges Carrying Life…",organized_crime,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220405
Rinas/ Residents Hold 4rth Protest against New Circulation Rules,social_unrest,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220405
"Greek Cypriot barrister breaks glass ceiling, achieves silk status",social_unrest,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
Free speech or hate speech? Fears for Musk's Twitter,social_unrest,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220405
Ottawa police out in force amid bikers' 'freedom' protest,social_unrest,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220405
Iranians chant ‘Death to Palestine’ to protest Islamic Republic,social_unrest,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220405
Benedict Cumberbatch returns for 'riot' in multiverse 'Dr Strange',social_unrest,Gulf Daily News,Bahrain,Middle East,MENA,https://www.gdnonline.com/GroupSection/News,20220405
Dubai: Four women jailed for forcing compatriot into prostitution,social_unrest,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220405
Gang clashes in Haiti capital force hundreds to flee their homes,organized_crime,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220405
We are owed N$2.4 billion - war vets,military_conflict,Namibian Sun,Namibia,South Africa,Africa,https://www.namibiansun.com/,20220405
N. Korea's media mute about latest missile test,military_conflict,Yonhap News Agency,North Korea,East Asia,Asia,https://en.yna.co.kr/nk/index,20220405
Zelensky launches crowdfunding platform to help win war,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220405
War Veterans Day: Occasion for Romanian officials to…,military_conflict,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220405
No to War  An editorial from Meduza,military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220405
Economic Growth to Slow Down due to War,military_conflict,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220405
Tanks and armored vehicles heading toward Russia? VIDEO,military_conflict,b92,Serbia,Southern Europe,Europe,https://www.b92.net/eng/,20220405
War a lost opportunity for Turkey’s westward outreach,military_conflict,in-cyprus,Cyprus,Southern Europe,Europe,https://in-cyprus.philenews.com/,20220405
The ‘war’ against inflation – an Argentine classic,military_conflict,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220405
‘War’ is coming to parts of the Amazon,military_conflict,The Brazilian Report,Brazil,South America,Latin America,https://brazilian.report/,20220405
Russia launches mass production of autonomous WAR ROBOTS,military_conflict,The Tripoli Post,Libya,North Africa,MENA,https://www.thetripolipost.org/,20220405
"At Least 5 Shooters Were In Gang Gunfight That Killed 6, Wounded 12 In Sacramento",organized_crime,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220405
Guardiola: Man City have to accept madness of football,terrorism,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220405
Museveni proposes regional force to counter Mozambique terrorist threat,terrorism,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220405
Kaduna: From nation’s famous garrison city to terrorists’ stronghold,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220405
"CAC Supreme Council settles internal crisis, holds unification service",terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220405
UK votes in local polls dominated by cost-of-living crisis,terrorism,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220405
Man City have to accept madness of football: Guardiola,terrorism,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220405
Terror of heavy vehicles unleashed on Karachi city roads,terrorism,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220405
"The China-Pakistan alliance may lead to more violence, terror",terrorism,Hindustan Times,India,South Asia,Asia,https://www.hindustantimes.com/,20220405
Bhutan calls for common action to combat water crisis,terrorism,Bhutan Times,Bhutan,South Asia,Asia,https://bhutantimes.bt/,20220405
Man City have to accept madness of football: Guardiola,terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220405
Health of the Nation during a worsening economic crisis,terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Voice of the People: The fuel and gas crisis,terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Sri Lankan tea pickers' dreams shattered by economic crisis,terrorism,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220405
"Palm oil crisis shakes up Indonesia's politics, global supplies",terrorism,The Jakarta Post,Indonesia,Southeast Asia,Asia,https://www.thejakartapost.com/indonesia,20220405
Republika Srpska 30th anniversary marked amid serious political crisis,terrorism,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220405
"Sand crisis looms as world population surges, UN warns",terrorism,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
BRAZILIAN CRISIS MOTIVATE HAITIANS TO MOVE TO THE U.S.,terrorism,Plus55,Brazil,South America,Latin America,https://web.archive.org/web/20160926212107/http://plus55.com/,20220405
Libyan al-Qaeda militant killed in Syria by rival jihadists,terrorism,The Libya Times,Libya,North Africa,MENA,https://www.libyatimes.net/,20220405
IMF Deal Breakthrough Is Within Reach for Crisis-Hit Lebanon,terrorism,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220405
Traffic gridlock in Benin as students protest continued ASUU strike,social_unrest,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220405
Unity at Galle Face protest: A hope for future SL,social_unrest,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Kosovo Serb protest calls for voting rights in Serbia’s election,social_unrest,Euro News (Serbia),Serbia,Southern Europe,Europe,https://www.euronews.com/tag/serbia,20220405
"Man wanted on kidnap, theft and assault charges",organized_crime,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220405
U.S student in custody for participating in violent Bogotá protest,social_unrest,The City Paper Bogot�,Colombia,South America,Latin America,https://thecitypaperbogota.com/,20220405
British Virgin Islands activists protest plan for direct UK rule,social_unrest,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220405
Tensions rise after families protest in front of HDP headquarters,social_unrest,H�rriyet Daily News,Turkey,Middle East,MENA,https://www.hurriyetdailynews.com/,20220405
Bennett at Memorial Day Ceremony: 'A Regime That Funds Terrorism Will Pay a Price',terrorism,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
"600 Civilians Were Killed by a Russian Airstrike on Mariupol Theater, Evidence Shows",military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220405
Armed Forces Say '64 Coup Was 'Historic Milestone' in Brazilian Politics,regime_instability,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220405
Pelosi encourages Ukrainians to war with Russia - EDITORIAL,military_conflict,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220405
Kremlin calls reports of May 9 war declaration ‘nonsense’,military_conflict,Asia Plus,Tajikistan,Central Asia,Asia,https://asiaplustj.info/en,20220405
The AP Interview: Belarus admits Russia's war 'drags on',military_conflict,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220405
"Turmoil at ‘Russia’s Google’ Amid Sanctions, War and Censorship",military_conflict,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220405
War Criminals Campaign for Ruling Parties in Serbian Elections,military_conflict,Balkan Insight (Serbia),Serbia,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-serbia-news/,20220405
Oliver Stone's Problematic Gaze on the Salvadoran Civil War,military_conflict,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220405
Libyan army chief say there will be no war,military_conflict,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220405
Guardiola unfazed as Man City face Real in Bernabeu cauldron,terrorism,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220405
WATCH: Real Madrid 3-1 Man City - Pep Guardiola presser,terrorism,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220405
Champions League: Why Man City lost to Real Madrid -Guardiola,terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220405
Taliban Terrorists Show no Goodwill to Negotiations or Peace Agreement,terrorism,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220405
"Sri Lanka foreign reserves at record low, politics in crisis",terrorism,The Himalayan Times,Nepal,South Asia,Asia,https://thehimalayantimes.com/,20220405
How Has the Eurozone Debt Crisis Affected the Czech Republic?,terrorism,Prague Post,Czechia,Eastern Europe,Europe,https://www.praguepost.com/,20220405
Reactions to Opening of Bulgarian Culture Centre in Bitola Continue,terrorism,Skopje Diem,North Macedonia,Southern Europe,Europe,https://skopjediem.com/,20220405
Bulgarian Delegation Attends Opening of Bulgarian Culture Centre in Bitola,terrorism,Skopje Diem,North Macedonia,Southern Europe,Europe,https://skopjediem.com/,20220405
Bosnia’s biggest crisis for 26 years fuels anguish and discontent,terrorism,Euro News (Bosnia and Herzegovina),Bosnia and Herzegovina,Southern Europe,Europe,https://www.euronews.com/tag/bosnia-and-herzegovina,20220405
Janša pushes far-right conspiracy theory in Twitter attack on MEP,terrorism,Euro News (Slovenia),Slovenia,Southern Europe,Europe,https://www.euronews.com/tag/slovenia,20220405
Key medical workers in the coronavirus crisis: The respiratory nurse,terrorism,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220405
