Headline,Category,Name,Country,Region,Continent,Site,Collected
Capital markets powered by BSE,None,Romania Insider,Romania,Eastern Europe,Europe,https://www.romania-insider.com/,20220207
Government reopens coal exports,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220207
"The Buzz: Fins, fungus and failing friends",None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220207
Raila's jumbo coalition to be unveiled on 26th,None,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220207
Egypt sends medical aid to Tanzania,None,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220207
The hunt for coronavirus variants: how the new one was  found and what we know so far,None,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220207
Minister eyes 10% young leadership in SOEs by 2023,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220207
Italy's Covid health pass,None,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220207
"‘He was a rare combination of dreamer and doer,’ a touching tribute to late Steve Anderson",None,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220207
Commax introduces award-winning home security device,None,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220207
Traditional Guatemalan Elites Must Change Now. Here Is Where to Start.,None,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220207
"Below 28,000 daily Covid-19 infections, 176 deaths, with…",None,The Romania Journal,Romania,Eastern Europe,Europe,https://www.romaniajournal.ro/,20220209
Japan aims for 1 million daily booster shots to stem infection wave,None,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220209
Afghan Refugee Tells His Secret Story to Acclaimed Film ‘Flee’,None,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220209
Mount Anak Krakatau erupts nine times in one day,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220209
Sebastián Molano a prophet in his own land,None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220209
"Covid-19: Ethiopia Records 315 as Recovery Tally Nears 400,000",None,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220209
"Egypt, South Korea sign armament deals, MoUs for military cooperation",None,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220209
Sign Up to Our Newsletter,None,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220209
Indonesia's budget deficit projected to approach four percent in 2022,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220209
EXPLAINED: How to change your registered address in Italy,None,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220209
Daza ensures that 70% of those over 80 have been vaccinated,None,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220209
Bogotá reopening: What to expect if you’re going out for coffee,None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220209
"Expo 2020 Dubai: Qatar Pavilion receives over 800,000 visitors",None,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220209
"10/01/2022Monday, 10 de January de 2022",None,El Faro,El Salvador,Central America,Latin America,https://elfaro.net/es/casos/ef_english,20220209
JCI Dhaka Prestige embarks on a mission to make history,None,The Bangladesh Today,Bangladesh,South Asia,Asia,https://thebangladeshtoday.com/,20220209
"Afghans concerned about worse economic situation, seeking assets unfrozen",None,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220209
"Super “Strawberry moon” visible tonight, June 24",None,Keep Talking Greece,Greece,Southern Europe,Europe,https://www.keeptalkinggreece.com/,20220209
KitKat recall over broken glass affects Namibia,None,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220209
1990 winner (from 1969) Larks on a String returns to Berlin,None,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220211
How can a foreigner buy property in Belarus?,None,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220211
Making Zomba green again,None,The Nation,Malawi,East Africa,Africa,https://www.mwnation.com/,20220211
"Deloitte study: Consumer products companies aim to increase revenues in 2022. Inflation, supply chain struggles and labor shortages, the main...",None,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220211
Taiwan Presidential Office confirms Tsai-Abe phone call in January,None,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220211
Islamic Emirate seeks economic plans to counter crisis,None,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220211
Driving in Belarus: basic rules and information,None,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220211
"Cuenca has the highest cost of goods, second highest inflation in the country",None,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220211
Ethiopia Registers 166 More Covid-19 Cases,None,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220211
"Int'l Maritime Exercise Cutlass Express 2022 kicks off, with Egyptian Navy participation",None,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220211
New Taipei lights ‘good-fortune lamps’ for pets,None,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220214
Rep. Michael Waltz: We can still save Afghanistan but we need bold leadership – now,None,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220214
Temporary residence in the Republic of Belarus,None,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220214
"A man was arrested for allegedly selling charapa turtles, a vulnerable species",None,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220214
Why drowning victims are buried in the beach in Lamu,None,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220214
Children with cancer latest victims of Lebanon’s economic crisis,None,Cedar News,Lebanon,Middle East,MENA,https://cedarnews.net/category/english/,20220214
BHC Profit grows by P12.8m,None,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220214
"On Valentine's Day, Eleazar highlights patience as he shares his love story",None,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220214
Piano in Love | Athens | February 12,None,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220214
Bioceres Crop Solutions Corp wants the government to approve large-scale production of its drought-tolerant soybeans even if China won’t give the green light.,None,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220214
Ecuadorians’ investment firm defrauded South America’s wealthy out of over $350 million,None,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220214
INS Revives the Bicentennial Forest in Guanacaste to Create Employment and Protect Biodiversity,None,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220214
GNOA withdraws from TU action: other TUs to continue strike,None,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220214
Tyson Fury ‘absolutely ecstatic’ after winning two Ring Magazine awards following epic...,None,The Kabul Times,Afghanistan,South Asia,Asia,https://thekabultimes.gov.af/,20220214
"ALBtelecom majority owner, Hungary’s 4iG signs deal to acquire mobile operator One",None,Tirana Times,Albania,Southern Europe,Europe,https://www.tiranatimes.com/,20220214
Mine worker arrested for alleged theft of equipment worth N$100 000,None,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220214
Emirates Airline Will Improve Air Connectivity Through Codeshare Partners With Costa Rica,None,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220214
Women reggae artists in brace,None,The Nation,Malawi,East Africa,Africa,https://www.mwnation.com/,20220216
President Iohannis to attend dinner on Sahel in…,None,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220216
"Putin says Russia is ready to discuss security measures with U.S., NATO",None,Japan Today,Japan,East Asia,Asia,https://japantoday.com/,20220216
"U.S. failed in Afghanistan, here is to know why?",None,Afghanistan Times,Afghanistan,South Asia,Asia,https://www.afghanistantimes.af/,20220216
Allvue Systems selected by Do Ventures to support investor communications,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220216
Guzmán: Why they won’t stop protesting in Cauca,None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220216
My Jobs In Kenya,None,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220216
Palestinians launch aid campaign for displaced Syrians in Idlib,None,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220216
BDC Group Profit Down By Over P300M,None,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220216
Legislator urges entrepreneurs to comply with restriction regulation,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220216
Constitutional Court rejects euthanasia referendum,None,ANSA English,Italy,Southern Europe,Europe,https://www.ansa.it/english/news/general_news/general_news.shtml,20220216
"Two Mapuche dead, several injured, in Chilean south",None,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220216
Orange Alert: New coronavirus controls in parts of Bogotá,None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220216
Sheikh Mohamed bin Zayed receives President of Kenya,None,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220216
Belarus’ Bolshoi Theater invites art lovers for festival in Nesvizh,None,Minsk Herald,Belarus,Eastern Europe,Europe,https://minskherald.com/,20220218
There is little time left to prevent the Amazon from reaching a “catastrophic tipping point”,None,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220218
President Macky Sall Becomes new AU Chairperson,None,Ethiopian Monitor,Ethiopia,East Africa,Africa,https://ethiopianmonitor.com/,20220218
A government employee died due to torture in a Syrian regime...,None,Syrian Network for Human Rights,Syria,Middle East,MENA,https://news.sn4hr.org/,20220218
MTN settles $8.1 billion Nigeria case,None,The Chronicle,Zimbabwe,East Africa,Africa,https://www.chronicle.co.zw/,20220218
"After meeting US diplomats, Pacquiao gets to tour modern American combat ship",None,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220218
Winter Solstice: The longest night of 2021; Pagan traditions & Christmas,None,Keep Talking Greece,Greece,Southern Europe,Europe,https://www.keeptalkinggreece.com/,20220218
"With inflation surging at a more than 50% annually, cryptocurrency exchange Lemon Cash plans to increase issuance of Bitcoin rewards cards this year.",None,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220218
Customs reported that the services were resumed after infrastructure problems; Ecuapass is partially enabled,None,Ecuador Times,Ecuador,South America,Latin America,https://www.ecuadortimes.net/,20220218
"UAE: Police launch home safety campaign, offer tips to guard against theft",None,Khaleej Times,UAE,Middle East,MENA,https://www.khaleejtimes.com/uae,20220218
27% of Tourists Who Arrived in Costa Rica During 2021 By Air Entered Through the Liberia Airport,None,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220218
Easter Sunday carnage: Church to release its conclusions on commission reports,None,The Island,Sri Lanka,South Asia,Asia,https://island.lk/category/news/,20220218
Its time for no-trust motion: Maryam Nawaz,None,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220218
A Story about Education and Solidarity,None,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220218
"Ministry forks out N$2,9m due to stray elephants",None,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220218
Costa Rica: The Ideal Destination for Adventure and Sports Tourism,None,The Costa Rica News,Costa Rica,Central America,Latin America,https://thecostaricanews.com/,20220218
Schengen and its link to corruption,None,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220218
Chance to lay Ukraine issue to rest,None,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220218
EP18: Actress Martha Issová,None,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220221
Hate math? CSC awardee made dreaded subject lovable for learners,None,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220221
Support our journalism with a contribution,None,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220221
"Iohannis to attend informal European Council meeting, EU-African summit in Brussels",None,Nine O' Clock,Romania,Eastern Europe,Europe,https://www.nineoclock.ro/,20220221
COVID-hit OFWs in HK to get $200 cash aid each from OWWA — Nograles,None,Manila Bulletin,Phillipines,Southeast Asia,Asia,https://mb.com.ph/news/,20220221
Bill on abortion for rape passes to the plenary session of the Assembly,None,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220221
"Raila calls Ruto Mr promise, moves to lock coastal turf",None,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220221
Can 2022 take Botswana’s Events Industry to the next Level?,None,Botswana Gazette,Botswana,South Africa,Africa,https://www.thegazette.news/,20220221
LRT-1 opens COVID vax site at Central Station,None,INQUIRER.net,Phillipines,Southeast Asia,Asia,https://newsinfo.inquirer.net/,20220221
Antitrust dawn-raid upsurge: An old visitor at your doorstep,None,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220221
Miguel Ángel Pesce: ‘The IMF agreement reduces uncertainty’,None,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220221
Help us improve Romania Insider for you,None,Romania Insider,Romania,Eastern Europe,Europe,https://www.romania-insider.com/,20220223
North Korea orders expansion of trade with China following Supreme People’s...,None,Daily NK,North Korea,East Asia,Asia,https://www.dailynk.com/english/,20220223
Why Regional Countries Should Join the Afghan  National Consensus Against Taliban,None,The Daily Outlook Afghanistan,Afghanistan,South Asia,Asia,http://outlookafghanistan.net/,20220223
The myriad suggestions for Nagara Rimba Nusa,None,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220223
"Bogotá quarantine, Day 1: Keep sane and entertained",None,The Bogot� Post,Colombia,South America,Latin America,https://thebogotapost.com/,20220223
Egypt cares about security of Arab Gulf countries: President Sisi,None,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220223
