Headline,Category,Name,Country,Region,Continent,Site,Collected
Sri Lanka’s ousted president says he ‘took all possible steps’ to prevent crisis,regime_instability,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220716
Sri Lanka's ousted president says he 'took all possible steps' to prevent crisis,regime_instability,Gulf Daily News,Bahrain,Middle East,MENA,https://www.gdnonline.com/GroupSection/News,20220716
Morning sirens mark 1974 coup in Cyprus,regime_instability,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
GOB to recoup losses from fuel relief,regime_instability,Amandala,Belize,Central America,Latin America,https://amandala.com.bz/news/category/headline/,20220716
"Assam, Arunachal CMs sign pact to resolve border dispute",military_conflict,Indian Express,India,South Asia,Asia,https://indianexpress.com/section/india/,20220716
Ukrainian army shoots down enemy drone in Mykolaiv region,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
Muslim top organ changes  constitution amid protest,social_unrest,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220716
Stamp out this hate speech manufacturing network,social_unrest,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220716
"Civilians in NW Syria continue to suffer from regime, terrorism",terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220716
Sri Lanka's political crisis: What happens next?,terrorism,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220716
Looming diesel crisis fuels fears in Uganda,terrorism,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220716
Sri Lankan crisis should be an eye-opener,terrorism,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220716
Mozambique in five-day mourning for ex-Angola leader,terrorism,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220716
Ansaru terrorists tighten grip on Kaduna communities,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220716
EFCC storm Oyetola’s ward to monitor election,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220716
CSOs push for solutions to charcoal-energy crisis,terrorism,The Nation,Malawi,East Africa,Africa,https://www.mwnation.com/,20220716
‘Violators of Constitution’ must face treason cases: Maryam,regime_instability,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220716
Panel to pick up threads on high treason,regime_instability,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220716
"President has gone, crisis remains with us",terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220716
Sri Lanka’s political crisis: What happens next?,terrorism,INQUIRER.net,Phillipines,Southeast Asia,Asia,https://newsinfo.inquirer.net/,20220716
Bulgaria’s president tries to unlock political crisis,terrorism,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220716
Sri Lanka’s political crisis: What happens next?,terrorism,Iraqi News,Iraq,Middle East,MENA,https://www.iraqinews.com/iraq/,20220716
Sri Lanka’s political crisis: What happens next?,terrorism,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220716
Govt seeks treason cases against Imran’s party leaders,regime_instability,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220716
Army shoots at Pak drone spotted along Line of Control,military_conflict,India Today,India,South Asia,Asia,https://www.indiatoday.in/india,20220716
A moment of silence for victims of Russian aggression at a war crimes conference in The Hague,military_conflict,Egypt Independent,Egypt,North Africa,MENA,https://www.egyptindependent.com/,20220716
A moment of silence for victims of Russian aggression at a war crimes conference in The Hague,military_conflict,Egypt Independent,Egypt,North Africa,MENA,https://egyptindependent.com/,20220716
"“Terrorism has no nationality, ethnicity nor religion. FETO threatens humanity as...",terrorism,The Standard,Gambia,West Africa,Africa,https://standard.gm/,20220716
Sanaullah warns PTI against 'rioting' in Punjab by-polls,social_unrest,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220716
Pakistan: Sindhis protest against killing of Balal Kaka,social_unrest,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220716
IGG takes war against corruption to grassroots,military_conflict,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220716
"Rafizi must toe party line, says Anwar",military_conflict,The Star,Malaysia,Southeast Asia,Asia,https://www.thestar.com.my/,20220716
Russian missile hit civilian object in Odesa,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
Enemy missile shot down in Kyiv region,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
War veteran Josef Kaufman dies at 95,military_conflict,Radio Prague International,Czechia,Eastern Europe,Europe,https://english.radio.cz/,20220716
Orbán: ‘European history entered era of war’,military_conflict,Budapest Times,Hungary,Eastern Europe,Europe,https://www.budapesttimes.hu/,20220716
Guterres condemns deadly missile strike on Vinnytsia,military_conflict,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220716
Mr. Boring and the million-dollar human trafficking business in Texas,organized_crime,EL PA�S,Spain,Southern Europe,Europe,https://english.elpais.com/,20220716
SC verdict exposed Imran’s ‘lies’ of regime change: PM,regime_instability,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220716
Firm solutions imperative to overcome present political instability: GMOA,regime_instability,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220716
Argentine debt plumbs new depths as political tensions mount,regime_instability,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220716
OsunDecides2022: Aregbesola yet to arrive at polling unit,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220716
"Free Akara at Aregbesola's home, minister still expected",terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
"Osun poll: I'm confident of victory, Oyetola boasts",terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
A’Ibom police rescue 28 fishermen kidnapped by pirates,terrorism,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
"3K

Sri Lanka crisis updates | July 15, 2022",terrorism,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220716
Bangladeshi workers struggling amidst economic crisis in Lebanon,terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220716
Renewable power remains cost-competitive amid fossil fuel crisis,terrorism,Asia Plus,Tajikistan,Central Asia,Asia,https://asiaplustj.info/en,20220716
Govt crisis won't change relations with Italy-White House,terrorism,ANSA English,Italy,Southern Europe,Europe,https://www.ansa.it/english/news/general_news/general_news.shtml,20220716
PM calls meeting on cost-of-living crisis for Wednesday,terrorism,Slovenia Times,Slovenia,Southern Europe,Europe,https://sloveniatimes.com/,20220716
Puerto Vallarta will reinforce the operational SETRAN-vs-pirate taxis,terrorism,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220716
Turkey kills 5 PKK militants in northern Iraq,terrorism,Iraqi News,Iraq,Middle East,MENA,https://www.iraqinews.com/iraq/,20220716
Draghi’s future uncertain in Italy’s unprecedented political crisis,terrorism,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220716
Nearly 90 dead in Haiti gang violence,organized_crime,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220716
Argentina to file protest against Bolivia for motorbiker's death,social_unrest,Merco Press Bolivia,Bolivia,South America,Latin America,https://en.mercopress.com/tags/bolivia,20220716
Vietnamese province fights hard works to prevent cross-border human trafficking to Cambodia,organized_crime,Khmer Times,Cambodia,Southeast Asia,Asia,https://www.khmertimeskh.com/,20220716
Why thugs invaded my office — Oyo tutor-general,military_conflict,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
"FETO threatens humanity as a whole: ‘Terrorism has no nationality, ethnicity nor religion’",terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220716
"Terrorism has no nationality, ethnicity nor religion. FETO threatens humanity as a whole",terrorism,UzDaily.com,Uzbekistan,Central Asia,Asia,https://www.uzdaily.uz/en,20220716
CPC breaks ground on LNG storage tank project,military_conflict,Focus Taiwan,Taiwan,East Asia,Asia,https://focustaiwan.tw/,20220716
Ukrainian War Rape Victims Abandoned by Polish State,military_conflict,Balkan Insight (North Macedonia),North Macedonia,Southern Europe,Europe,https://balkaninsight.com/all-the-news-from-north-macedonia/,20220716
We have not threatened with a nuclear war,military_conflict,b92,Serbia,Southern Europe,Europe,https://www.b92.net/eng/,20220716
"“Terrorism has no nationality, ethnicity nor religion. FETO threatens humanity as a whole”",terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220716
Cabinet committee formed to deliberate treason reference against PTI leaders,regime_instability,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220716
Murray ousted by Bublik at ATP Hall of Fame Open,regime_instability,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220716
"Amid War, Energy and Financial Crisis, European Parliament’s Liberal Wing Finds Time to Bully Hungary Yet Again",terrorism,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220716
Sri Lanka crisis: What role would the military play?,terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220716
Debt crisis: Which countries are at risk of defaulting?,terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220716
"Intervene to end political, economic crisis immediately: Karu Jayasuriya",terrorism,Daily Mirror,Sri Lanka,South Asia,Asia,https://www.dailymirror.lk/,20220716
Mutual cooperation helps to avert food crisis in Indonesia,terrorism,Antara News,Indonesia,Southeast Asia,Asia,https://en.antaranews.com/,20220716
Four scenarios: What happens next in Italy’s government crisis?,terrorism,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220716
PM appeals for cross-partisan unity to address cost-of-living crisis,terrorism,Slovenia Times,Slovenia,Southern Europe,Europe,https://sloveniatimes.com/,20220716
FOUR INDIVIDUALS CHARGED WITH CONSPIRACY IN AL JAZEERA EXPOSE,terrorism,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
Four individuals charged with conspiracy in Al Jazeera expose,terrorism,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
Sanctions against Russia reveal deep economic crisis in Europe,terrorism,�ltimas Noticias,Venezuela,South America,Latin America,https://en.ultimasnoticias.com.ve/,20220716
2 PKK terrorists eliminated by security forces in Bitlis,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220716
US drone strike kills Daesh Syria chief — Pentagon,terrorism,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220716
Woman rep blames NCIC for failing to tame hate speech,social_unrest,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220716
Rome taxi drivers clash with police during Uber expansion protest,social_unrest,The Local (Italy),Italy,Southern Europe,Europe,https://www.thelocal.it/,20220716
Protest Against French Proposal at Same Time with Parliamentary Session,social_unrest,Skopje Diem,North Macedonia,Southern Europe,Europe,https://skopjediem.com/,20220716
Photo gallery: Protest against French proposal outside the Parliament building,social_unrest,Republika English,North Macedonia,Southern Europe,Europe,https://english.republika.mk/,20220716
Majority of Cypriots believe corruption is rampant in the country,social_unrest,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
Jan 6 Capitol riot committee subpoenas Secret Service over missng,social_unrest,Iraqi News,Iraq,Middle East,MENA,https://www.iraqinews.com/iraq/,20220716
PRESIDENT ANASTASIADES PAYS TRIBUTE TO THOSE WHO DIED IN 1974 COUP,regime_instability,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
President Anastasiades pays tribute to those who died in 1974 coup,regime_instability,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
Türkiye to grow stronger to prevent threat of another coup: Erdoğan,regime_instability,H�rriyet Daily News,Turkey,Middle East,MENA,https://www.hurriyetdailynews.com/,20220716
"How EFCC operatives invaded my Hotel, tortured guests, staff",military_conflict,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
"They slaughtered six cows to feed us,  train attack victim, abducted with wife, speaks of life with terrorists",terrorism,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220716
War and sanctions a blow to the tourism sector,military_conflict,Khmer Times,Cambodia,Southeast Asia,Asia,https://www.khmertimeskh.com/,20220716
"Enemy fires 53 missiles at Nikopol, killing two people",military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
"Putin's war, not sanctions, hurting EU economy: Ukrainian gov’t",military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220716
Orbán gave shocking interview: we entered “era of war”,military_conflict,Daily News Hungary,Hungary,Eastern Europe,Europe,https://dailynewshungary.com/,20220716
Bolsonaro Supporter Invades Birthday Party and Kills PT Politician,military_conflict,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220716
Autopsy in Spain for ex-Angola president amid foul play claims,terrorism,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220716
"Gov’t, Organised Labour Agree On 15% COLA From July 1",terrorism,Daily Guide,Ghana,West Africa,Africa,https://dailyguidenetwork.com/,20220716
Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,terrorism,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220716
Anti-North Korea balloons could spark the peninsula’s next military crisis,terrorism,NK News,North Korea,East Asia,Asia,https://www.nknews.org/,20220716
"LMP puts forward green proposals to tackle energy, climate crisis",terrorism,Daily News Hungary,Hungary,Eastern Europe,Europe,https://dailynewshungary.com/,20220716
"😣 Boric struggles, a trust crisis, and new Haiti lows",terrorism,The Brazilian Report,Brazil,South America,Latin America,https://brazilian.report/,20220716
Can Jewish Agency head Doron Almog handle the Kotel crisis?,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220716
Sri Lanka's supermarkets run out of food as crisis worsens,terrorism,Daily Tribune,Bahrain,Middle East,MENA,https://www.newsofbahrain.com/,20220716
Cricket goes on uninterrupted in Sri Lanka despite economic crisis,terrorism,Gulf Today,UAE,Middle East,MENA,https://www.gulftoday.ae/,20220716
"Timeline: Sri Lanka, a nation of 22m faces worst crisis",terrorism,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220716
"2K

1989 kidnapping case: Rubaiya Sayeed identifies separatist leader Yasin Malik as her abductor",organized_crime,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220716
Rana Sanaullah warns Imran Khan against inciting riots during Punjab by-polls,social_unrest,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220716
"Bengal BJP stages protest, demands action against TMC MP Mahua Moitra",social_unrest,India Today,India,South Asia,Asia,https://www.indiatoday.in/india,20220716
Over 14 billion tenge paid to businesses affected by January riots,social_unrest,Inform,Kazakhstan,Central Asia,Asia,https://www.inform.kz/en/politics_g41,20220716
Cabinet approves formation of committee to deliberate treason proceedings against PTI leadership,regime_instability,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220716
"Taiwan, US pledge intelligence sharing to counter drugs trade",organized_crime,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220716
"Imposter duo on trial for kidnap, attack and theft",organized_crime,Gulf Daily News,Bahrain,Middle East,MENA,https://www.gdnonline.com/GroupSection/News,20220716
"Ogun communities decry deadly cult war, clashes claim lives, limbs",military_conflict,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220716
Mahira Khan or Naimal Khawar Khan: Who wore it better?,military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220716
Anwar: Daim will have 'sleepless nights' if I become PM,military_conflict,Malay Mail,Malaysia,Southeast Asia,Asia,https://www.malaymail.com/news/malaysia,20220716
Death toll in missile strike on Vinnytsia rises to 24,military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
Ukrainian city cleans up and grieves after Russian missile attack,military_conflict,Cyprus Mail,Cyprus,Southern Europe,Europe,https://cyprus-mail.com/,20220716
Security forces kill 10 terrorists in North Waziristan in seperate incidents,terrorism,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220716
"Took all possible steps to avert economic crisis, Gotabaya Rajapaksa says",terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220716
Need to battle extremism with public diplomacy in Pakistan: US lawmakers,terrorism,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220716
FM: Gen. Soleimani played major role in saving Christians against Daesh,terrorism,Iran Daily,Iran,Middle East,MENA,https://irandaily.ir/Service/3.html,20220716
"Body to decide if President Alvi, ex-PM Imran can be tried for treason",regime_instability,Dawn,Pakistan,South Asia,Asia,https://www.dawn.com/pakistan,20220716
Pakistan: Leaders call for peace amid Sindhis protest against Balal Kaka's killing,social_unrest,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220716
Lula Tells Senators that Victory in 1st Round Is Essential against Coup Mentality,regime_instability,Folha International,Brazil,South America,Latin America,https://www1.folha.uol.com.br/internacional/en/,20220716
Haiti gang violence: UN votes to ban small arms sales,organized_crime,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220716
"Wanted for Drug Trafficking, Kazakh Man Arrested at Murriqan Border",organized_crime,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220716
Colombia’s Truth Commission calls on UN to regulate drug trade,organized_crime,Colombia Reports,Colombia,South America,Latin America,https://colombiareports.com/colombia-news/,20220716
"U.S. announces US$108 million sale of tank equipment, support to Taiwan",military_conflict,Focus Taiwan,Taiwan,East Asia,Asia,https://focustaiwan.tw/,20220716
"U.S. announces US$108 million tank equipment sale, logistics support for Taiwan",military_conflict,Focus Taiwan,Taiwan,East Asia,Asia,https://focustaiwan.tw/,20220716
KD Lekir first Malaysian ship to fire missile outside nation's waters,military_conflict,The Star,Malaysia,Southeast Asia,Asia,https://www.thestar.com.my/,20220716
Russian Activist Gets 7 Years of Jail for His Anti-War Stance,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220716
"Missiles hit industrial enterprise in Dnipro, at least three people killed",military_conflict,Ukrinform,Ukraine,Eastern Europe,Europe,https://www.ukrinform.net/block-lastnews,20220716
Poland agrees deal to buy 116 used Abrams tanks from US,military_conflict,Polskie Radio,Poland,Eastern Europe,Europe,https://www.polskieradio.pl/395,20220716
Prime Minister Orbán: “European history has entered an era of war”,military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220716
"Press Roundup: Weeklies on the Ukrainian War, Sanctions, and the EU",military_conflict,Hungary Today,Hungary,Eastern Europe,Europe,https://hungarytoday.hu/,20220716
Novak in Slovenia: Europe must be united in response to war,military_conflict,Budapest Times,Hungary,Eastern Europe,Europe,https://www.budapesttimes.hu/,20220716
"Russian Lawmakers Hold Snap Summer Session as War, Economic Issues Loom",military_conflict,The Moscow Times,Russia,Eastern Europe,Europe,https://www.themoscowtimes.com/,20220716
New orders: Invade - There will be a million of them,military_conflict,b92,Serbia,Southern Europe,Europe,https://www.b92.net/eng/,20220716
"Aregbesola pays surprise visit to Kirikiri Prisons, says invaders must be killed",terrorism,The Chronicle,Ghana,West Africa,Africa,https://thechronicle.com.gh/,20220716
Eskom compact: The plan to end the energy crisis has ‘dragged on’,terrorism,Mail & Guardian,South Africa,South Africa,Africa,https://mg.co.za/,20220716
Why is there a gas crisis in a country that is gas-rich?,terrorism,The Daily Star,Bangladesh,South Asia,Asia,https://www.thedailystar.net/english,20220716
Sri Lanka crisis: How President Gotabaya's rule ended in a S'pore hotel,terrorism,The Straits Times,Singapore,Southeast Asia,Asia,https://www.straitstimes.com/singapore,20220716
Jobbik calls on Novák to convene ‘national crisis council’ over economic crisis,terrorism,Daily News Hungary,Hungary,Eastern Europe,Europe,https://dailynewshungary.com/,20220716
Pope Francis urges Libyans to make maximum efforts to end the crisis,terrorism,Libyan Express,Libya,North Africa,MENA,https://www.libyanexpress.com/,20220716
"The Colonial Crime, the Revolution of 1989 and the Future of a United Namibia",regime_instability,The Namibian,Namibia,South Africa,Africa,https://www.namibian.com.na/,20220716
Venezuela hits back at ‘crazy’ former U.S. adviser Bolton’s coup-plotting admission 1 d ago,regime_instability,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220716
Syrian Democratic Forces abducted a girl in northern Aleppo governorate on...,organized_crime,Syrian Network for Human Rights,Syria,Middle East,MENA,https://news.sn4hr.org/,20220716
DStv owner seeks jail term for Jamii CEO Joshua Chepkowny in piracy row,terrorism,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220716
Four grain alternatives to wheat that can help combat the global food crisis,terrorism,Mail & Guardian,South Africa,South Africa,Africa,https://mg.co.za/,20220716
"Ola CEO teases upcoming electric car, says will be the ‘sportiest car ever’",terrorism,Hindustan Times,India,South Asia,Asia,https://www.hindustantimes.com/,20220716
Taiwan's women tug of war team sweeps World Games to bag gold,military_conflict,Focus Taiwan,Taiwan,East Asia,Asia,https://focustaiwan.tw/,20220716
"Rafizi says PKR winning next GE is the priority, not Anwar’s popularity",military_conflict,Malay Mail,Malaysia,Southeast Asia,Asia,https://www.malaymail.com/news/malaysia,20220716
"'Those who fight against democracy lead the country to extremism', the President said",terrorism,Knews Kathimerini,Cyprus,Southern Europe,Europe,https://knews.kathimerini.com.cy/en/?r=1,20220716
Nasrallah: war with Israel over naval border is a 'respectable option' (Haaretz),military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220716
Netflix’s new Israeli war drama revisits capture of a kibbutz in 1948,military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220716
Why the US should treat North Korean cyberattacks as seriously as missile tests,military_conflict,NK News,North Korea,East Asia,Asia,https://www.nknews.org/,20220716
Nearly 90 dead in Haiti gang violence as country slides into chaos,organized_crime,Khmer Times,Cambodia,Southeast Asia,Asia,https://www.khmertimeskh.com/,20220716
