Headline,Category,Name,Country,Region,Continent,Site,Collected
Tear Gas Fired at Sudan Anti-Coup Protestors,social_unrest,Kataeb.org,Lebanon,Middle East,MENA,https://kataeb.org/en,20220204
"Thousands of Chileans protest Venezuelan immigration, tearing down refugee encampments",social_unrest,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220204
Shots Fired as Unpaid Chinese Workers Protest in Khammouane,social_unrest,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220205
Activists protest in Belgrade over plans to mine lithium in Serbia,social_unrest,Euro News (Serbia),Serbia,Southern Europe,Europe,https://www.euronews.com/tag/serbia,20220205
Albanian parties protest after a cop killer died in prison,social_unrest,Republika English,North Macedonia,Southern Europe,Europe,https://english.republika.mk/,20220205
'Final straw': Croatia's president accused of playing down war crimes,social_unrest,Euro News (Croatia),Croatia,Southern Europe,Europe,https://www.euronews.com/tag/croatia,20220205
Kosovo Protesters Urge Serbia to Free War Crimes Defendant,social_unrest,Balkan Insight (Serbia),Serbia,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-serbia-news/,20220205
Turkish occupation's mercenaries attack residential areas and farms in the vicinity of Abo Raseen town,military_conflict,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220207
"N.Korea grows nuclear, missiles programmes, profits from cyberattacks -U.N. report 1 d ago",military_conflict,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220207
North Korea fired cruise missiles from luxury hotel last month: Analysis,military_conflict,NK News,North Korea,East Asia,Asia,https://www.nknews.org/,20220207
"3 men jailed for up to 45 years for abduction, sexual assault of women",organized_crime,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220207
"BREAKING: Bandits kidnap Catholic priest, kill cook in Kaduna",organized_crime,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220207
Prosecutor-general refers media tycoon Mohamed El-Amin to criminal court over human trafficking charges,organized_crime,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220207
8 terror suspects among 18 nabbed at Turkish borders,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220207
Opposition stages counter-protest in defence of Supreme Court,social_unrest,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220207
Gunmen Kidnap Catholic priest in Kaduna,organized_crime,Nigerian Tribune,Nigeria,West Africa,Africa,https://tribuneonlineng.com/,20220207
Yemen army seizes parts of Haradh city from Houthis,military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220207
Russian Missile Battalion Confirmed in Belarus,military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220207
Five soldiers martyred after terrorists attack Pakistani troops from Afghanistan,terrorism,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220207
Coalition destroys Houthi ballistic missile launch pad in Yemen,military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220207
Taiwan military maintained combat readiness over LNY break,military_conflict,Taiwan News,Taiwan,East Asia,Asia,https://www.taiwannews.com.tw/en/index,20220207
YPG/PKK terrorists abduct 2 journalists in Syria,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220207
Sending mercenaries to Libya main income source for Darfur armed groups — UN,regime_instability,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220207
Libya main source of revenue for Darfur mercenaries: UN,regime_instability,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220207
Security forces kill suicide bomber in Tank operation: ISPR,terrorism,The News International,Pakistan,South Asia,Asia,https://www.thenews.com.pk/latest/category/national,20220207
"Syrian, Russian airstrikes destroy 32 sites affiliated to ISIS terrorists in Eastern Badia",terrorism,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220207
"In Kharkiv, Near Border, Ukrainians Protest Russian Threat",military_conflict,Kyiv Post,Ukraine,Eastern Europe,Europe,https://www.kyivpost.com/,20220207
"Activist murdered in Morelos, Mexico",organized_crime,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220207
Houses of the residents in Qedsaya city in north-west Damascus damaged by the Israeli missile attack,military_conflict,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220209
Terror groups enjoy greater freedom in Afghanistan than any time in recent history: U.N. report,terrorism,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220209
N.Korea boasts of 'shaking the world' by testing missiles that can strike US,military_conflict,The Express Tribune,Pakistan,South Asia,Asia,https://tribune.com.pk/,20220209
Sudanese Protest in Major Cities Across the Country in Call to End Military Rule,social_unrest,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220209
"Iran unveils missile with a range of 1,450 km, Tasnim reports (Reuters)",military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220209
Riots in the Parliament in Slovakia due to Military Agreement with the US,social_unrest,Novinite.com,Bulgaria,Eastern Europe,Europe,https://www.novinite.com/,20220209
Syrian Missile Explodes Over Israel After IDF Hits Targets Near Damascus,military_conflict,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220209
Israel Strikes Syrian Army Targets After Anti-aircraft Missile Explodes Over Israel,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220209
"Gunmen overpower security details, abduct Edo IPMAN chair, kill drivers",organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220209
"Missile fired towards Israel from Syria, sirens sound in north",military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220209
Iran Unveils New Missile That Can Reach Targets in Israel,military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220209
Syrian missile fired at Israel explodes in the air (Haaretz),military_conflict,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220209
IRGC ground force armed with missiles and other new arms,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220209
Russia calls report of Ukrainian missile system request 'provocation',military_conflict,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220209
Madaba youth threaten escalation on 59th day of unemployment protest,social_unrest,Jordan News,Jordan,Middle East,MENA,https://www.jordannews.jo/Category/1/National,20220209
"BSF fires at Pak drone, foils drugs, weapon smuggling bid in Punjab",organized_crime,Indian Express,India,South Asia,Asia,https://indianexpress.com/section/india/,20220209
Turkey detains 6 Daesh-linked foreign nationals in anti-terror ops,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220209
"Iran unveils new missile with 1,450 kilometers range",military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220209
"Kwara NSCDC nabs woman, 58, for human trafficking, child labour",organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220209
"Iran unveils new strategic long-range, precision missile",military_conflict,Iran Front Page,Iran,Middle East,MENA,https://ifpnews.com/,20220209
IRGC to unveil first surface-to-surface ballistic missile,military_conflict,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220209
"Israel strikes Damascus, Syria fires missile",military_conflict,Gulf News,UAE,Middle East,MENA,https://gulfnews.com/,20220209
Venezuelan gang leader killed in police operation 4 h ago,organized_crime,Stabroek News,Guyana,South America,Latin America,https://www.stabroeknews.com/,20220209
Thirteen Arrested in Belgium for Terrorism,terrorism,Albanian Daily News,Albania,Southern Europe,Europe,https://www.albaniandailynews.com/,20220209
3 Palestinian terrorists killed in clash with Israeli forces in Nablus,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220209
"News: Unidentified armed group in Amhara region loot weapons, break inmates out of prison",regime_instability,Addis Standard,Ethiopia,East Africa,Africa,https://addisstandard.com/,20220209
Iraq air strike kills seven senior IS fighters – army,terrorism,Arab Times,Kuwait,Middle East,MENA,http://www.arabtimesonline.com/news/#,20220209
"News: Murle armed men from South Sudan kill one, abduct three children in cross border raid: Gambella State official",organized_crime,Addis Standard,Ethiopia,East Africa,Africa,https://addisstandard.com/,20220211
"Three policemen killed in Enugu checkpoint, man shot, woman abducted",organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220211
Iran Guards unveil missile said to put Israel in reach,military_conflict,Jordan Times,Jordan,Middle East,MENA,https://www.jordantimes.com/,20220211
